SEASON_1,TEAM_ID,TEAM_NAME,BASIC_ZONE,FGA,FGM,FG3M,Points
2014,1610612748,Miami Heat,Backcourt,5,1,1,3
2013,1610612741,Chicago Bulls,Backcourt,11,0,0,0
2011,1610612762,Utah Jazz,Restricted Area,2209,1379,0,2758
2010,1610612759,San Antonio Spurs,Above the Break 3,956,331,331,993
2008,1610612763,Memphis Grizzlies,In The Paint (Non-RA),1041,448,0,896
2006,1610612758,Sacramento Kings,Mid-Range,2448,963,0,1926
2006,1610612747,Los Angeles Lakers,Left Corner 3,153,54,54,162
2016,1610612761,Toronto Raptors,Backcourt,9,1,1,3
2022,1610612765,Detroit Pistons,Above the Break 3,2018,637,637,1911
2014,1610612763,Memphis Grizzlies,Right Corner 3,161,64,64,192
2022,1610612755,Philadelphia 76ers,Right Corner 3,373,143,143,429
2021,1610612747,Los Angeles Lakers,Right Corner 3,267,104,104,312
2013,1610612741,Chicago Bulls,Above the Break 3,961,341,341,1023
2019,1610612737,Atlanta Hawks,Right Corner 3,441,179,179,537
2012,1610612764,Washington Wizards,In The Paint (Non-RA),844,290,0,580
2012,1610612765,Detroit Pistons,Right Corner 3,100,31,31,93
2006,1610612757,Portland Trail Blazers,Above the Break 3,715,249,249,747
2015,1610612765,Detroit Pistons,Left Corner 3,249,100,100,300
2023,1610612763,Memphis Grizzlies,Above the Break 3,2061,713,713,2139
2017,1610612766,Charlotte Hornets,Restricted Area,2092,1250,0,2500
2017,1610612748,Miami Heat,Backcourt,13,0,0,0
2008,1610612758,Sacramento Kings,In The Paint (Non-RA),841,342,0,684
2004,1610612761,Toronto Raptors,In The Paint (Non-RA),742,303,0,606
2006,1610612761,Toronto Raptors,Right Corner 3,286,108,108,324
2010,1610612765,Detroit Pistons,Right Corner 3,196,61,61,183
2014,1610612751,Brooklyn Nets,Mid-Range,1593,646,0,1292
2019,1610612757,Portland Trail Blazers,Right Corner 3,196,65,65,195
2018,1610612746,LA Clippers,In The Paint (Non-RA),1123,440,0,880
2024,1610612743,Denver Nuggets,Restricted Area,2344,1527,0,3054
2022,1610612754,Indiana Pacers,Mid-Range,910,363,1,727
2013,1610612751,Brooklyn Nets,Restricted Area,2053,1208,0,2416
2024,1610612754,Indiana Pacers,In The Paint (Non-RA),1473,697,0,1394
2011,1610612758,Sacramento Kings,Left Corner 3,168,70,70,210
2020,1610612740,New Orleans Pelicans,Above the Break 3,1975,714,714,2142
2025,1610612758,Sacramento Kings,Mid-Range,1227,530,0,1060
2023,1610612754,Indiana Pacers,In The Paint (Non-RA),1217,507,0,1014
2009,1610612738,Boston Celtics,Mid-Range,1960,826,2,1654
2008,1610612765,Detroit Pistons,Above the Break 3,954,356,355,1067
2019,1610612762,Utah Jazz,Mid-Range,724,280,0,560
2004,1610612745,Houston Rockets,Mid-Range,2157,874,1,1749
2016,1610612747,Los Angeles Lakers,Restricted Area,1999,1126,0,2252
2014,1610612738,Boston Celtics,Right Corner 3,211,87,87,261
2006,1610612757,Portland Trail Blazers,Left Corner 3,182,67,67,201
2011,1610612750,Minnesota Timberwolves,Above the Break 3,1213,438,438,1314
2004,1610612748,Miami Heat,Left Corner 3,179,78,78,234
2016,1610612756,Phoenix Suns,Above the Break 3,1608,558,558,1674
2024,1610612747,Los Angeles Lakers,Restricted Area,2333,1688,0,3376
2020,1610612745,Houston Rockets,Backcourt,10,0,0,0
2005,1610612755,Philadelphia 76ers,Mid-Range,2182,805,0,1610
2013,1610612754,Indiana Pacers,Right Corner 3,216,84,84,252
2013,1610612745,Houston Rockets,Above the Break 3,1661,591,591,1773
2008,1610612739,Cleveland Cavaliers,In The Paint (Non-RA),717,249,0,498
2021,1610612766,Charlotte Hornets,In The Paint (Non-RA),961,402,0,804
2004,1610612748,Miami Heat,Above the Break 3,1010,347,347,1041
2016,1610612765,Detroit Pistons,Left Corner 3,280,92,92,276
2016,1610612762,Utah Jazz,Backcourt,22,0,0,0
2005,1610612742,Dallas Mavericks,In The Paint (Non-RA),955,416,0,832
2023,1610612753,Orlando Magic,Left Corner 3,313,130,130,390
