SEASON_1,TEAM_ID,TEAM_NAME,BASIC_ZONE,FGA,FGM,FG3M,Points,PPS,eFG,zone_share,league_efg_zone,league_zone_share,efg_vs_league_zone
2021,1610612755,Philadelphia 76ers,Backcourt,8,0,0,0,0,0,1.278568003835704E-3,3.8834951456310676E-2,1.6179450527010258E-3,-3.8834951456310676E-2
2021,1610612755,Philadelphia 76ers,In The Paint (Non-RA),1256,565,0,1130,0.89968152866242035,0.44984076433121017,0.20073517660220552,0.4270687237026648,0.17919919573993498,2.2772040628545376E-2
2021,1610612755,Philadelphia 76ers,Mid-Range,1029,466,0,932,0.90573372206025271,0.45286686103012636,0.16445580949336744,0.41528218910334719,0.12858736117874367,3.7584671926779167E-2
2021,1610612755,Philadelphia 76ers,Left Corner 3,272,96,96,288,1.0588235294117647,0.52941176470588236,4.3471312130413935E-2,0.59587921072713401,4.8030452972254077E-2,-6.6467446021251653E-2
2021,1610612755,Philadelphia 76ers,Right Corner 3,326,152,152,456,1.3987730061349692,0.69938650306748462,5.2101646156304936E-2,0.58280141843971633,4.4297136394338764E-2,0.11658508462776829
2021,1610612755,Philadelphia 76ers,Restricted Area,1802,1138,0,2276,1.2630410654827968,0.63152053274139841,0.28799744286399231,0.64098189415041784,0.30075975348591238,-9.4613614090194309E-3
2021,1610612764,Washington Wizards,Mid-Range,1188,476,0,952,0.80134680134680136,0.40067340067340068,0.18145715594928974,0.41528218910334719,0.12858736117874367,-1.4608788429946507E-2
2021,1610612764,Washington Wizards,In The Paint (Non-RA),1508,721,0,1442,0.95623342175066317,0.47811671087533159,0.23033450435313885,0.4270687237026648,0.17919919573993498,5.1047987172666787E-2
2021,1610612764,Washington Wizards,Right Corner 3,229,82,82,246,1.0742358078602621,0.53711790393013104,3.4977852451504504E-2,0.58280141843971633,4.4297136394338764E-2,-4.5683514509585299E-2
2021,1610612764,Washington Wizards,Backcourt,9,0,0,0,0,0,1.3746754238582557E-3,3.8834951456310676E-2,1.6179450527010258E-3,-3.8834951456310676E-2
2021,1610612764,Washington Wizards,Above the Break 3,1562,548,548,1644,1.0524967989756722,0.52624839948783608,0.23858255689628838,0.54018022140481181,0.29750815517611517,-1.3931821916975728E-2
2021,1610612764,Washington Wizards,Restricted Area,1766,1178,0,2356,1.3340883352208381,0.66704416761041907,0.26974186650374216,0.64098189415041784,0.30075975348591238,2.6062273460001228E-2
2021,1610612764,Washington Wizards,Left Corner 3,285,103,103,309,1.0842105263157895,0.54210526315789476,4.3531388422178095E-2,0.59587921072713401,4.8030452972254077E-2,-5.3773947569239255E-2
2021,1610612766,Charlotte Hornets,Restricted Area,2078,1252,0,2504,1.205004812319538,0.60250240615976902,0.32858950031625556,0.64098189415041784,0.30075975348591238,-0.03847948799064882
2021,1610612766,Charlotte Hornets,Backcourt,11,0,0,0,0,0,1.739405439595193E-3,3.8834951456310676E-2,1.6179450527010258E-3,-3.8834951456310676E-2
2021,1610612766,Charlotte Hornets,Left Corner 3,339,134,134,402,1.1858407079646018,0.59292035398230092,5.3605313092979126E-2,0.59587921072713401,4.8030452972254077E-2,-2.9588567448330938E-3
2021,1610612766,Charlotte Hornets,Above the Break 3,2033,728,728,2184,1.0742744712247909,0.53713723561239546,0.32147375079063883,0.54018022140481181,0.29750815517611517,-3.0429857924163528E-3
2021,1610612766,Charlotte Hornets,Mid-Range,619,236,0,472,0.76252019386106629,0.38126009693053314,9.7881087919038587E-2,0.41528218910334719,0.12858736117874367,-3.4022092172814045E-2
2021,1610612766,Charlotte Hornets,In The Paint (Non-RA),961,402,0,804,0.8366285119667014,0.4183142559833507,0.15196078431372548,0.4270687237026648,0.17919919573993498,-8.7544677193140963E-3
2021,1610612766,Charlotte Hornets,Right Corner 3,283,123,123,369,1.3038869257950529,0.65194346289752647,4.4750158127767233E-2,0.58280141843971633,4.4297136394338764E-2,6.9142044457810137E-2
2022,1610612739,Cleveland Cavaliers,Mid-Range,788,319,2,640,0.81218274111675126,0.40609137055837563,0.11354466858789625,0.40769341801385683,0.12786888271610636,-1.6020474554812036E-3
2022,1610612739,Cleveland Cavaliers,Restricted Area,2208,1473,0,2946,1.3342391304347827,0.66711956521739135,0.31815561959654176,0.65315065013415463,0.2906350070597355,1.3968915083236721E-2
2022,1610612739,Cleveland Cavaliers,In The Paint (Non-RA),1261,511,0,1022,0.81046788263283109,0.40523394131641555,0.18170028818443804,0.42830493092669153,0.18303633225976135,-2.3070989610275983E-2
2022,1610612739,Cleveland Cavaliers,Above the Break 3,2018,726,725,2177,1.0787908820614469,0.53939544103072345,0.29077809798270893,0.51896131705122039,0.2973717481381678,0.02043412397950306
2022,1610612739,Cleveland Cavaliers,Right Corner 3,313,104,104,312,0.99680511182108622,0.49840255591054311,4.5100864553314121E-2,0.5730353780596571,4.6561954946890485E-2,-7.4632822149113986E-2
2022,1610612739,Cleveland Cavaliers,Backcourt,9,1,1,3,0.33333333333333331,0.16666666666666666,1.2968299711815562E-3,3.7499999999999999E-2,2.0302507359658919E-3,0.12916666666666665
2022,1610612739,Cleveland Cavaliers,Left Corner 3,343,121,121,363,1.0583090379008746,0.5291545189504373,4.9423631123919308E-2,0.57629427792915533,5.2495824143372616E-2,-4.7139758978718027E-2
2022,1610612740,New Orleans Pelicans,Right Corner 3,303,102,102,306,1.0099009900990099,0.50495049504950495,0.04201331114808652,0.5730353780596571,4.6561954946890485E-2,-6.8084883010152142E-2
2022,1610612740,New Orleans Pelicans,Left Corner 3,354,139,139,417,1.1779661016949152,0.58898305084745761,4.9084858569051579E-2,0.57629427792915533,5.2495824143372616E-2,1.2688772918302282E-2
2022,1610612740,New Orleans Pelicans,Above the Break 3,1945,626,626,1878,0.96555269922879172,0.48277634961439586,0.26968940654464779,0.51896131705122039,0.2973717481381678,-3.6184967436824533E-2
2022,1610612740,New Orleans Pelicans,Restricted Area,2222,1412,0,2824,1.2709270927092708,0.63546354635463542,0.30809761508596784,0.65315065013415463,0.2906350070597355,-1.7687103779519209E-2
2022,1610612740,New Orleans Pelicans,In The Paint (Non-RA),1309,572,0,1144,0.87394957983193278,0.43697478991596639,0.1815030504714365,0.42830493092669153,0.18303633225976135,8.669858989274859E-3
2022,1610612740,New Orleans Pelicans,Backcourt,18,2,2,6,0.33333333333333331,0.16666666666666666,2.4958402662229617E-3,3.7499999999999999E-2,2.0302507359658919E-3,0.12916666666666665
2022,1610612740,New Orleans Pelicans,Mid-Range,1061,441,4,886,0.83506126295947225,0.41753063147973613,0.14711591791458681,0.40769341801385683,0.12786888271610636,9.8372134658792909E-3
2022,1610612755,Philadelphia 76ers,Above the Break 3,1897,680,680,2040,1.0753821823932526,0.53769109119662628,0.2736583958453549,0.51896131705122039,0.2973717481381678,1.8729774145405886E-2
2022,1610612755,Philadelphia 76ers,In The Paint (Non-RA),1336,552,0,1104,0.82634730538922152,0.41317365269461076,0.19272937103289095,0.42830493092669153,0.18303633225976135,-1.5131278232080769E-2
2022,1610612755,Philadelphia 76ers,Left Corner 3,308,123,123,369,1.198051948051948,0.59902597402597402,4.4431621465666475E-2,0.57629427792915533,5.2495824143372616E-2,2.2731696096818688E-2
2022,1610612755,Philadelphia 76ers,Restricted Area,1950,1293,0,2586,1.3261538461538462,0.66307692307692312,0.28130409694171954,0.65315065013415463,0.2906350070597355,9.9262729427684882E-3
2022,1610612755,Philadelphia 76ers,Right Corner 3,373,143,143,429,1.1501340482573728,0.57506702412868638,5.3808424697057128E-2,0.5730353780596571,4.6561954946890485E-2,2.0316460690292804E-3
2022,1610612755,Philadelphia 76ers,Backcourt,12,0,0,0,0,0,1.7311021350259665E-3,3.7499999999999999E-2,2.0302507359658919E-3,-3.7499999999999999E-2
2022,1610612755,Philadelphia 76ers,Mid-Range,1056,439,4,882,0.83522727272727271,0.41761363636363635,0.15233698788228506,0.40769341801385683,0.12786888271610636,9.9202183497795193E-3
2022,1610612764,Washington Wizards,Restricted Area,2025,1417,0,2834,1.3995061728395062,0.69975308641975309,0.28698979591836737,0.65315065013415463,0.2906350070597355,4.6602436285598459E-2
2022,1610612764,Washington Wizards,Left Corner 3,347,142,142,426,1.2276657060518732,0.6138328530259366,4.9178004535147389E-2,0.57629427792915533,5.2495824143372616E-2,3.7538575096781268E-2
2022,1610612764,Washington Wizards,Above the Break 3,1847,601,601,1803,0.97617758527341636,0.48808879263670818,0.26176303854875282,0.51896131705122039,0.2973717481381678,-3.0872524414512215E-2
2022,1610612764,Washington Wizards,Backcourt,11,0,0,0,0,0,1.5589569160997733E-3,3.7499999999999999E-2,2.0302507359658919E-3,-3.7499999999999999E-2
2022,1610612764,Washington Wizards,Right Corner 3,305,116,116,348,1.1409836065573771,0.57049180327868854,4.3225623582766437E-2,0.5730353780596571,4.6561954946890485E-2,-2.5435747809685605E-3
2022,1610612764,Washington Wizards,In The Paint (Non-RA),1463,595,0,1190,0.8133971291866029,0.40669856459330145,0.20734126984126985,0.42830493092669153,0.18303633225976135,-2.1606366333390081E-2
2022,1610612764,Washington Wizards,Mid-Range,1058,456,1,913,0.86294896030245749,0.43147448015122875,0.14994331065759636,0.40769341801385683,0.12786888271610636,2.3781062137371911E-2
2023,1610612737,Atlanta Hawks,Restricted Area,2224,1479,0,2958,1.3300359712230216,0.66501798561151082,0.2936361235806707,0.66629733930412571,0.29915753613847712,-1.279353692614893E-3
2023,1610612737,Atlanta Hawks,Mid-Range,1207,551,1,1103,0.91383595691797848,0.45691797845898924,0.15936097174544495,0.42167061289446106,0.11860325936838229,3.5247365564528177E-2
2023,1610612737,Atlanta Hawks,Above the Break 3,1800,628,628,1884,1.0466666666666666,0.52333333333333332,0.23765513599155003,0.53171308124680638,0.28829757849185156,-8.3797479134730679E-3
2023,1610612737,Atlanta Hawks,In The Paint (Non-RA),1642,747,0,1494,0.90986601705237513,0.45493300852618757,0.21679429627673621,0.44360406210975234,0.19538256145842925,1.1328946416435226E-2
2023,1610612737,Atlanta Hawks,Backcourt,8,0,0,0,0,0,1.0562450488513335E-3,3.6945812807881777E-2,1.869072829389559E-3,-3.6945812807881777E-2
2023,1610612737,Atlanta Hawks,Left Corner 3,385,139,139,417,1.0831168831168831,0.54155844155844157,5.0831792975970423E-2,0.57768438177874182,5.0934536414694781E-2,-3.6125940220300246E-2
2023,1610612737,Atlanta Hawks,Right Corner 3,308,114,114,342,1.1103896103896105,0.55519480519480524,4.0665434380776341E-2,0.57817687896166614,4.5755455298775435E-2,-0.0229820737668609
2023,1610612745,Houston Rockets,Right Corner 3,216,73,73,219,1.0138888888888888,0.50694444444444442,2.9641827912721283E-2,0.57817687896166614,4.5755455298775435E-2,-7.1232434517221721E-2
2023,1610612745,Houston Rockets,Restricted Area,2467,1586,0,3172,1.285772192946899,0.64288609647344952,0.33854809935501579,0.66629733930412571,0.29915753613847712,-2.3411242830676193E-2
2023,1610612745,Houston Rockets,Left Corner 3,250,95,95,285,1.1399999999999999,0.56999999999999995,3.4307671195279263E-2,0.57768438177874182,5.0934536414694781E-2,-7.6843817787418667E-3
2023,1610612745,Houston Rockets,Above the Break 3,2137,686,686,2058,0.96303228825456244,0.48151614412728122,0.29326197337724713,0.53171308124680638,0.28829757849185156,-5.0196937119525165E-2
2023,1610612745,Houston Rockets,Backcourt,14,0,0,0,0,0,1.9212295869356388E-3,3.6945812807881777E-2,1.869072829389559E-3,-3.6945812807881777E-2
2023,1610612745,Houston Rockets,In The Paint (Non-RA),1608,663,0,1326,0.82462686567164178,0.41231343283582089,0.22066694112803623,0.44360406210975234,0.19538256145842925,-3.1290629273931447E-2
2023,1610612745,Houston Rockets,Mid-Range,595,226,2,454,0.76302521008403357,0.38151260504201678,8.1652257444764648E-2,0.42167061289446106,0.11860325936838229,-4.0158007852444277E-2
2023,1610612747,Los Angeles Lakers,Mid-Range,1016,398,3,799,0.78641732283464572,0.39320866141732286,0.13921622362291039,0.42167061289446106,0.11860325936838229,-2.8461951477138203E-2
2023,1610612747,Los Angeles Lakers,In The Paint (Non-RA),1289,562,0,1124,0.8719937936384794,0.4359968968192397,0.17662373252946012,0.44360406210975234,0.19538256145842925,-7.6071652905126408E-3
2023,1610612747,Los Angeles Lakers,Backcourt,8,0,0,0,0,0,1.0961907371882709E-3,3.6945812807881777E-2,1.869072829389559E-3,-3.6945812807881777E-2
2023,1610612747,Los Angeles Lakers,Above the Break 3,1895,645,645,1935,1.0211081794195251,0.51055408970976257,0.25966018087147164,0.53171308124680638,0.28829757849185156,-2.1158991537043814E-2
2023,1610612747,Los Angeles Lakers,Restricted Area,2439,1674,0,3348,1.3726937269372694,0.68634686346863472,0.33420115100027403,0.66629733930412571,0.29915753613847712,2.0049524164509003E-2
2023,1610612747,Los Angeles Lakers,Right Corner 3,323,124,124,372,1.151702786377709,0.57585139318885448,4.4258701013976429E-2,0.57817687896166614,4.5755455298775435E-2,-2.325485772811664E-3
2023,1610612747,Los Angeles Lakers,Left Corner 3,328,113,113,339,1.0335365853658536,0.51676829268292679,0.0449438202247191,0.57768438177874182,5.0934536414694781E-2,-6.0916089095815029E-2
2023,1610612757,Portland Trail Blazers,Right Corner 3,333,125,125,375,1.1261261261261262,0.56306306306306309,4.7564633623768032E-2,0.57817687896166614,4.5755455298775435E-2,-1.5113815898603056E-2
2023,1610612757,Portland Trail Blazers,Backcourt,9,0,0,0,0,0,1.2855306384802171E-3,3.6945812807881777E-2,1.869072829389559E-3,-3.6945812807881777E-2
2023,1610612757,Portland Trail Blazers,In The Paint (Non-RA),1051,438,0,876,0.83349191246431975,0.41674595623215988,0.15012141122696757,0.44360406210975234,0.19538256145842925,-2.6858105877592464E-2
2023,1610612757,Portland Trail Blazers,Mid-Range,718,305,0,610,0.84958217270194991,0.42479108635097496,0.10255677760319955,0.42167061289446106,0.11860325936838229,3.1204734565138947E-3
2023,1610612757,Portland Trail Blazers,Above the Break 3,2246,827,827,2481,1.1046304541406946,0.5523152270703473,0.32081131266961865,0.53171308124680638,0.28829757849185156,2.0602145823540918E-2
2023,1610612757,Portland Trail Blazers,Left Corner 3,301,104,104,312,1.0365448504983388,0.51827242524916939,0.04299385802028282,0.57768438177874182,5.0934536414694781E-2,-5.9411956529572429E-2
2023,1610612757,Portland Trail Blazers,Restricted Area,2343,1518,0,3036,1.295774647887324,0.647887323943662,0.3346664762176832,0.66629733930412571,0.29915753613847712,-1.8410015360463716E-2
2023,1610612764,Washington Wizards,Backcourt,16,2,2,6,0.375,0.1875,2.244983864178476E-3,3.6945812807881777E-2,1.869072829389559E-3,0.15055418719211822
2023,1610612764,Washington Wizards,Right Corner 3,252,97,97,291,1.1547619047619047,0.57738095238095233,3.5358495860811003E-2,0.57817687896166614,4.5755455298775435E-2,-7.9592658071381273E-4
2023,1610612764,Washington Wizards,Restricted Area,1972,1419,0,2838,1.4391480730223123,0.71957403651115615,0.27669426125999719,0.66629733930412571,0.29915753613847712,5.3276697207030432E-2
2023,1610612764,Washington Wizards,Left Corner 3,344,141,141,423,1.2296511627906976,0.61482558139534882,4.8267153079837241E-2,0.57768438177874182,5.0934536414694781E-2,3.7141199616607001E-2
2023,1610612764,Washington Wizards,Above the Break 3,1983,681,681,2043,1.0302571860816945,0.51512859304084724,0.27823768766661988,0.53171308124680638,0.28829757849185156,-1.6584488205959147E-2
2023,1610612764,Washington Wizards,In The Paint (Non-RA),1576,681,0,1362,0.8642131979695431,0.43210659898477155,0.22113091062157991,0.44360406210975234,0.19538256145842925,-1.1497463124980789E-2
2023,1610612764,Washington Wizards,Mid-Range,984,435,4,874,0.88821138211382111,0.44410569105691056,0.13806650764697628,0.42167061289446106,0.11860325936838229,2.2435078162449495E-2
2024,1610612737,Atlanta Hawks,Backcourt,15,0,0,0,0,0,1.9778481012658229E-3,0.02771362586605081,1.9798720627706322E-3,-0.02771362586605081
2024,1610612737,Atlanta Hawks,Right Corner 3,386,156,156,468,1.2124352331606219,0.60621761658031093,5.0896624472573843E-2,0.59065675573955589,4.8596028367497178E-2,1.5560860840755031E-2
2024,1610612737,Atlanta Hawks,Mid-Range,737,345,0,690,0.93622795115332424,0.46811397557666212,9.7178270042194093E-2,0.41864248241083413,0.11243204192024728,4.9471493165827995E-2
2024,1610612737,Atlanta Hawks,In The Paint (Non-RA),1533,675,0,1350,0.88062622309197647,0.44031311154598823,0.20213607594936708,0.44053006567801528,0.19702241873608259,-2.1695413202704739E-4
2024,1610612737,Atlanta Hawks,Restricted Area,2221,1384,0,2768,1.2462854570013508,0.62314272850067542,0.29285337552742619,0.66313071177844096,0.29569595017855427,-3.9987983277765538E-2
2024,1610612737,Atlanta Hawks,Left Corner 3,483,174,174,522,1.0807453416149069,0.54037267080745344,0.0636867088607595,0.57901588128091641,5.2688373624263263E-2,-3.8643210473462974E-2
2024,1610612737,Atlanta Hawks,Above the Break 3,2209,795,795,2385,1.0796740606609325,0.53983703033046626,0.29127109704641352,0.53954837697977109,0.29158531511058478,2.8865335069516718E-4
2024,1610612741,Chicago Bulls,Mid-Range,1194,522,0,1044,0.87437185929648242,0.43718592964824121,0.16269246491347594,0.41864248241083413,0.11243204192024728,1.8543447237407085E-2
2024,1610612741,Chicago Bulls,Above the Break 3,1865,651,650,1952,1.0466487935656836,0.52332439678284182,0.25412181496116637,0.53954837697977109,0.29158531511058478,-1.6223980196929277E-2
2024,1610612741,Chicago Bulls,In The Paint (Non-RA),1276,592,0,1184,0.92789968652037613,0.46394984326018807,0.17386564927101786,0.44053006567801528,0.19702241873608259,2.3419777582172785E-2
2024,1610612741,Chicago Bulls,Right Corner 3,371,140,140,420,1.1320754716981132,0.56603773584905659,5.0551846300585908E-2,0.59065675573955589,4.8596028367497178E-2,-2.4619019890499305E-2
2024,1610612741,Chicago Bulls,Restricted Area,2238,1392,0,2784,1.2439678284182305,0.62198391420911525,0.30494617795339962,0.66313071177844096,0.29569595017855427,-0.04114679756932571
2024,1610612741,Chicago Bulls,Left Corner 3,384,151,151,453,1.1796875,0.58984375,5.2323204796293772E-2,0.57901588128091641,5.2688373624263263E-2,1.0827868719083589E-2
2024,1610612741,Chicago Bulls,Backcourt,11,0,0,0,0,0,1.4988418040604986E-3,0.02771362586605081,1.9798720627706322E-3,-0.02771362586605081
2024,1610612742,Dallas Mavericks,Restricted Area,1933,1367,0,2734,1.4143817899637869,0.70719089498189347,0.26292165397170836,0.66313071177844096,0.29569595017855427,4.4060183203452508E-2
2024,1610612742,Dallas Mavericks,Above the Break 3,2302,862,862,2586,1.1233709817549957,0.56168549087749786,0.31311207834602828,0.53954837697977109,0.29158531511058478,2.2137113897726768E-2
2024,1610612742,Dallas Mavericks,Backcourt,16,0,0,0,0,0,2.176278563656148E-3,0.02771362586605081,1.9798720627706322E-3,-0.02771362586605081
2024,1610612742,Dallas Mavericks,Right Corner 3,437,166,166,498,1.139588100686499,0.56979405034324948,5.9439608269858543E-2,0.59065675573955589,4.8596028367497178E-2,-2.0862705396306414E-2
2024,1610612742,Dallas Mavericks,Mid-Range,920,394,0,788,0.85652173913043483,0.42826086956521742,0.12513601741022851,0.41864248241083413,0.11243204192024728,9.6183871543832899E-3
2024,1610612742,Dallas Mavericks,Left Corner 3,487,169,169,507,1.0410677618069815,0.52053388090349073,6.6240478781284001E-2,0.57901588128091641,5.2688373624263263E-2,-0.05848200037742568
2024,1610612742,Dallas Mavericks,In The Paint (Non-RA),1257,577,0,1154,0.91805887032617339,0.4590294351630867,0.17097388465723612,0.44053006567801528,0.19702241873608259,1.8499369485071415E-2
2024,1610612747,Los Angeles Lakers,Left Corner 3,379,151,151,453,1.1952506596306069,0.59762532981530347,5.2807579768705586E-2,0.57901588128091641,5.2688373624263263E-2,1.8609448534387063E-2
2024,1610612747,Los Angeles Lakers,Right Corner 3,306,114,114,342,1.1176470588235294,0.55882352941176472,4.2636198968928521E-2,0.59065675573955589,4.8596028367497178E-2,-3.1833226327791175E-2
2024,1610612747,Los Angeles Lakers,Mid-Range,855,330,0,660,0.77192982456140347,0.38596491228070173,0.1191305559425944,0.41864248241083413,0.11243204192024728,-3.2677570130132394E-2
2024,1610612747,Los Angeles Lakers,In The Paint (Non-RA),1418,593,0,1186,0.83638928067700991,0.41819464033850495,0.19757558868608052,0.44053006567801528,0.19702241873608259,-2.2335425339510329E-2
2024,1610612747,Los Angeles Lakers,Restricted Area,2333,1688,0,3376,1.4470638662666095,0.72353193313330477,0.32506618364219031,0.66313071177844096,0.29569595017855427,0.06040122135486381
2024,1610612747,Los Angeles Lakers,Backcourt,15,0,0,0,0,0,2.0900097533788492E-3,0.02771362586605081,1.9798720627706322E-3,-0.02771362586605081
2024,1610612747,Los Angeles Lakers,Above the Break 3,1871,704,704,2112,1.128808123997862,0.56440406199893101,0.26069388323812176,0.53954837697977109,0.29158531511058478,2.4855685019159912E-2
2024,1610612750,Minnesota Timberwolves,Mid-Range,676,264,0,528,0.78106508875739644,0.39053254437869822,9.6931459707484943E-2,0.41864248241083413,0.11243204192024728,-2.8109938032135906E-2
2024,1610612750,Minnesota Timberwolves,Backcourt,17,1,1,3,0.17647058823529413,8.8235294117647065E-2,2.4376254660166334E-3,0.02771362586605081,1.9798720627706322E-3,6.0521668251596258E-2
2024,1610612750,Minnesota Timberwolves,Above the Break 3,1878,715,715,2145,1.1421725239616614,0.57108626198083068,0.26928591912819044,0.53954837697977109,0.29158531511058478,3.1537885001059585E-2
2024,1610612750,Minnesota Timberwolves,Right Corner 3,364,149,149,447,1.2280219780219781,0.61401098901098905,5.2193862919414968E-2,0.59065675573955589,4.8596028367497178E-2,2.3354233271433156E-2
2024,1610612750,Minnesota Timberwolves,In The Paint (Non-RA),1487,644,0,1288,0.86617350369872226,0.43308675184936113,0.21322053340980784,0.44053006567801528,0.19702241873608259,-7.4433138286541523E-3
2024,1610612750,Minnesota Timberwolves,Restricted Area,2130,1438,0,2876,1.3502347417840375,0.67511737089201873,0.3054201319185546,0.66313071177844096,0.29569595017855427,1.1986659113577769E-2
2024,1610612750,Minnesota Timberwolves,Left Corner 3,422,172,172,516,1.2227488151658767,0.61137440758293837,6.0510467450530542E-2,0.57901588128091641,5.2688373624263263E-2,3.2358526302021962E-2
2024,1610612759,San Antonio Spurs,In The Paint (Non-RA),1378,600,0,1200,0.8708272859216255,0.43541364296081275,0.18531468531468531,0.44053006567801528,0.19702241873608259,-5.1164227172025289E-3
2024,1610612759,San Antonio Spurs,Restricted Area,2285,1509,0,3018,1.3207877461706783,0.66039387308533914,0.30728886498117269,0.66313071177844096,0.29569595017855427,-2.7368386931018174E-3
2024,1610612759,San Antonio Spurs,Right Corner 3,360,139,139,417,1.1583333333333334,0.57916666666666672,4.8413125336202262E-2,0.59065675573955589,4.8596028367497178E-2,-1.1490089072889176E-2
2024,1610612759,San Antonio Spurs,Above the Break 3,2241,761,761,2283,1.0187416331994645,0.50937081659973227,0.30137170521785905,0.53954837697977109,0.29158531511058478,-3.0177560380038826E-2
2024,1610612759,San Antonio Spurs,Left Corner 3,365,135,135,405,1.1095890410958904,0.5547945205479452,4.9085529854760626E-2,0.57901588128091641,5.2688373624263263E-2,-2.4221360732971209E-2
2024,1610612759,San Antonio Spurs,Backcourt,16,0,0,0,0,0,2.1516944593867669E-3,0.02771362586605081,1.9798720627706322E-3,-0.02771362586605081
2024,1610612759,San Antonio Spurs,Mid-Range,791,294,1,589,0.74462705436156762,0.37231352718078381,0.10637439483593329,0.41864248241083413,0.11243204192024728,-4.6328955230050317E-2
2025,1610612741,Chicago Bulls,Left Corner 3,490,208,208,624,1.273469387755102,0.63673469387755099,6.4943671305500328E-2,0.57938448566610457,5.5824374446933896E-2,0.05735020821144643
2025,1610612741,Chicago Bulls,In The Paint (Non-RA),1275,636,0,1272,0.99764705882352944,0.49882352941176472,0.16898608349900596,0.44302227630101088,0.20115602583171729,5.5801253110753846E-2
2025,1610612741,Chicago Bulls,Restricted Area,2295,1446,0,2892,1.2601307189542483,0.63006535947712417,0.30417495029821073,0.66339157592639486,0.27881592077269218,-3.3326216449270696E-2
2025,1610612741,Chicago Bulls,Mid-Range,528,196,1,393,0.74431818181818177,0.37215909090909088,6.9980119284294234E-2,0.41654222265041668,0.09771148306440984,-4.4383131741325799E-2
2025,1610612741,Chicago Bulls,Right Corner 3,394,135,135,405,1.0279187817258884,0.51395939086294418,5.2220013253810468E-2,0.58339363241678721,5.2039990209553216E-2,-6.9434241553843035E-2
2025,1610612741,Chicago Bulls,Above the Break 3,2548,920,920,2760,1.0832025117739403,0.54160125588697017,0.33770709078860173,0.52917973935079043,0.31205166343456403,1.2421516536179733E-2
2025,1610612741,Chicago Bulls,Backcourt,15,2,2,6,0.40000000000000002,0.20000000000000001,1.9880715705765406E-3,3.5294117647058823E-2,2.400542240129535E-3,0.1647058823529412
2005,1610612741,Chicago Bulls,In The Paint (Non-RA),1008,386,0,772,0.76587301587301593,0.38293650793650796,0.15291262135922329,0.39781815358335276,0.13033710139354135,-1.4881645646844799E-2
2005,1610612741,Chicago Bulls,Left Corner 3,167,64,64,192,1.1497005988023952,0.57485029940119758,2.5333737864077669E-2,0.5656921133369428,2.8037808790341352E-2,9.1581860642547808E-3
2005,1610612749,Milwaukee Bucks,Right Corner 3,120,48,48,144,1.2,0.59999999999999998,0.0182370820668693,0.58366308648954213,2.6853754060700515E-2,1.6336913510457851E-2
2005,1610612749,Milwaukee Bucks,Backcourt,8,0,0,0,0,0,1.2158054711246201E-3,1.2396694214876033E-2,1.8368028498274519E-3,-1.2396694214876033E-2
2005,1610612749,Milwaukee Bucks,Mid-Range,2560,1046,0,2092,0.81718749999999996,0.40859374999999998,0.38905775075987842,0.39245937687408972,0.35437644844301863,1.6134373125910262E-2
2005,1610612749,Milwaukee Bucks,Restricted Area,2295,1265,0,2530,1.10239651416122,0.55119825708060999,0.34878419452887538,0.58541392904073586,0.31960875593292382,-3.4215671960125871E-2
2005,1610612749,Milwaukee Bucks,Above the Break 3,660,230,230,690,1.0454545454545454,0.52272727272727271,0.10030395136778116,0.52359796067006559,0.13894932852964692,-8.7068794279288042E-4
2005,1610612749,Milwaukee Bucks,Left Corner 3,136,47,47,141,1.036764705882353,0.51838235294117652,2.0668693009118541E-2,0.5656921133369428,2.8037808790341352E-2,-4.7309760395766287E-2
2005,1610612749,Milwaukee Bucks,In The Paint (Non-RA),801,328,0,656,0.81897627965043696,0.40948813982521848,0.12173252279635258,0.39781815358335276,0.13033710139354135,1.1669986241865715E-2
2005,1610612752,New York Knicks,Left Corner 3,147,53,53,159,1.0816326530612246,0.54081632653061229,0.0222761024397636,0.5656921133369428,2.8037808790341352E-2,-2.4875786806330513E-2
2005,1610612752,New York Knicks,Above the Break 3,889,309,309,927,1.0427446569178853,0.52137232845894266,0.1347173814214275,0.52359796067006559,0.13894932852964692,-2.2256322111229299E-3
2005,1610612752,New York Knicks,Backcourt,16,0,0,0,0,0,2.4246097893620244E-3,1.2396694214876033E-2,1.8368028498274519E-3,-1.2396694214876033E-2
2005,1610612752,New York Knicks,Restricted Area,2055,1192,0,2384,1.1600973236009733,0.58004866180048664,0.31141081982118501,0.58541392904073586,0.31960875593292382,-5.3652672402492163E-3
2005,1610612752,New York Knicks,Mid-Range,2455,1005,1,2011,0.81914460285132384,0.40957230142566192,0.37202606455523562,0.39245937687408972,0.35437644844301863,1.7112924551572206E-2
2005,1610612752,New York Knicks,Right Corner 3,184,78,78,234,1.2717391304347827,0.63586956521739135,2.7883012577663284E-2,0.58366308648954213,2.6853754060700515E-2,5.2206478727849226E-2
2005,1610612752,New York Knicks,In The Paint (Non-RA),853,341,0,682,0.7995310668229777,0.39976553341148885,0.12926200939536292,0.39781815358335276,0.13033710139354135,1.9473798281360866E-3
2005,1610612753,Orlando Magic,Backcourt,7,0,0,0,0,0,1.0480610869890701E-3,1.2396694214876033E-2,1.8368028498274519E-3,-1.2396694214876033E-2
