SEASON_1,TEAM_ID,TEAM_NAME,BASIC_ZONE,FGA,FGM,FG3M,Points,PPS,eFG,zone_share,league_efg_zone,league_zone_share,efg_vs_league_zone
2005,1610612748,Miami Heat,Right Corner 3,182,71,71,213,1.1703296703296704,0.5851648351648352,0.02858040201005025,0.58366308648954213,2.6853754060700515E-2,1.5017486752930687E-3
2005,1610612748,Miami Heat,Backcourt,7,1,1,3,0.42857142857142855,0.21428571428571427,1.0992462311557789E-3,1.2396694214876033E-2,1.8368028498274519E-3,0.20188902007083825
2005,1610612748,Miami Heat,Above the Break 3,921,349,349,1047,1.1368078175895766,0.5684039087947883,0.14462939698492464,0.52359796067006559,0.13894932852964692,4.4805948124722716E-2
2005,1610612748,Miami Heat,Left Corner 3,147,54,54,162,1.1020408163265305,0.55102040816326525,2.3084170854271356E-2,0.5656921133369428,2.8037808790341352E-2,-1.4671705173677552E-2
2005,1610612754,Indiana Pacers,In The Paint (Non-RA),694,292,0,584,0.84149855907780979,0.4207492795389049,0.11249797373966607,0.39781815358335276,0.13033710139354135,2.2931125955552134E-2
2005,1610612754,Indiana Pacers,Left Corner 3,231,87,87,261,1.1298701298701299,0.56493506493506496,3.7445290970983952E-2,0.5656921133369428,2.8037808790341352E-2,-7.5704840187784672E-4
2005,1610612754,Indiana Pacers,Right Corner 3,207,89,89,267,1.2898550724637681,0.64492753623188404,3.3554871129842762E-2,0.58366308648954213,2.6853754060700515E-2,6.1264449742341909E-2
2005,1610612754,Indiana Pacers,Restricted Area,1814,1024,0,2048,1.1289966923925028,0.56449834619625139,0.29405089965958825,0.58541392904073586,0.31960875593292382,-0.02091558284448447
2005,1610612754,Indiana Pacers,Above the Break 3,1125,366,366,1098,0.97599999999999998,0.48799999999999999,0.18236343005349329,0.52359796067006559,0.13894932852964692,-3.5597960670065598E-2
2005,1610612754,Indiana Pacers,Backcourt,10,0,0,0,0,0,1.6210082671421625E-3,1.2396694214876033E-2,1.8368028498274519E-3,-1.2396694214876033E-2
2005,1610612754,Indiana Pacers,Mid-Range,2088,810,0,1620,0.77586206896551724,0.38793103448275862,0.33846652617928352,0.39245937687408972,0.35437644844301863,-4.5283423913310972E-3
2005,1610612755,Philadelphia 76ers,Right Corner 3,163,65,65,195,1.196319018404908,0.59815950920245398,2.4198337292161521E-2,0.58366308648954213,2.6853754060700515E-2,1.4496422712911849E-2
2005,1610612755,Philadelphia 76ers,Backcourt,6,0,0,0,0,0,8.9073634204275538E-4,1.2396694214876033E-2,1.8368028498274519E-3,-1.2396694214876033E-2
2005,1610612755,Philadelphia 76ers,Above the Break 3,1066,349,349,1047,0.98217636022514077,0.49108818011257038,0.1582541567695962,0.52359796067006559,0.13894932852964692,-3.2509780557495205E-2
2005,1610612755,Philadelphia 76ers,In The Paint (Non-RA),862,337,0,674,0.78190255220417637,0.39095127610208819,0.12796912114014253,0.39781815358335276,0.13033710139354135,-6.8668774812645772E-3
2005,1610612755,Philadelphia 76ers,Left Corner 3,216,91,91,273,1.2638888888888888,0.63194444444444442,3.2066508313539195E-2,0.5656921133369428,2.8037808790341352E-2,6.6252331107501616E-2
2005,1610612755,Philadelphia 76ers,Restricted Area,2241,1299,0,2598,1.1593038821954484,0.57965194109772422,0.33269002375296913,0.58541392904073586,0.31960875593292382,-5.7619879430116372E-3
2005,1610612755,Philadelphia 76ers,Mid-Range,2182,805,0,1610,0.73785517873510542,0.36892758936755271,0.32393111638954869,0.39245937687408972,0.35437644844301863,-2.3531787506537005E-2
2006,1610612742,Dallas Mavericks,Mid-Range,2275,986,0,1972,0.86681318681318686,0.43340659340659343,0.35686274509803922,0.39808146310850789,0.34442191504472142,3.5325130298085539E-2
2006,1610612742,Dallas Mavericks,Backcourt,19,0,0,0,0,0,2.9803921568627451E-3,0.03638814016172507,1.9092808546990953E-3,-0.03638814016172507
2006,1610612742,Dallas Mavericks,Right Corner 3,125,53,53,159,1.272,0.63600000000000001,1.9607843137254902E-2,0.58800147901645405,2.7836388525788156E-2,4.7998520983545956E-2
2006,1610612742,Dallas Mavericks,Above the Break 3,828,305,305,915,1.105072463768116,0.55253623188405798,0.12988235294117648,0.52577653149266612,0.14314974731619956,2.6759700391391861E-2
2006,1610612742,Dallas Mavericks,In The Paint (Non-RA),1101,477,0,954,0.86648501362397823,0.43324250681198911,0.17270588235294118,0.4049468275779663,0.12920839466018919,2.8295679234022819E-2
2006,1610612742,Dallas Mavericks,Restricted Area,1886,1069,0,2138,1.1336161187698834,0.56680805938494172,0.29584313725490197,0.59198311566720097,0.32430499089103204,-2.5175056282259245E-2
2006,1610612742,Dallas Mavericks,Left Corner 3,141,58,58,174,1.2340425531914894,0.61702127659574468,0.02211764705882353,0.57798165137614677,2.9169282707370545E-2,3.9039625219597918E-2
2006,1610612754,Indiana Pacers,Right Corner 3,175,64,63,191,1.0914285714285714,0.54571428571428571,2.7892891297417916E-2,0.58800147901645405,2.7836388525788156E-2,-4.2287193302168347E-2
2006,1610612754,Indiana Pacers,Mid-Range,2021,801,1,1603,0.793171697179614,0.396585848589807,0.32212304749760917,0.39808146310850789,0.34442191504472142,-1.495614518700894E-3
2006,1610612754,Indiana Pacers,Restricted Area,1963,1155,0,2310,1.1767702496179318,0.58838512480896588,0.31287854638189355,0.59198311566720097,0.32430499089103204,-3.5979908582350895E-3
2006,1610612754,Indiana Pacers,Above the Break 3,1143,394,394,1182,1.0341207349081365,0.51706036745406825,0.18218042715970673,0.52577653149266612,0.14314974731619956,-8.7161640385978734E-3
2006,1610612754,Indiana Pacers,Left Corner 3,207,78,78,234,1.1304347826086956,0.56521739130434778,3.2993305706088619E-2,0.57798165137614677,2.9169282707370545E-2,-1.2764260071798983E-2
2006,1610612754,Indiana Pacers,Backcourt,12,0,0,0,0,0,1.9126554032515141E-3,0.03638814016172507,1.9092808546990953E-3,-0.03638814016172507
2006,1610612754,Indiana Pacers,In The Paint (Non-RA),753,294,0,588,0.78087649402390436,0.39043824701195218,0.12001912655403252,0.4049468275779663,0.12920839466018919,-1.4508580566014118E-2
2006,1610612757,Portland Trail Blazers,Above the Break 3,715,249,249,747,1.0447552447552448,0.52237762237762242,0.11408967608105952,0.52577653149266612,0.14314974731619956,-3.3989091150437023E-3
2006,1610612757,Portland Trail Blazers,Left Corner 3,182,67,67,201,1.1043956043956045,0.55219780219780223,2.9041008456996968E-2,0.57798165137614677,2.9169282707370545E-2,-2.5783849178344531E-2
2006,1610612757,Portland Trail Blazers,In The Paint (Non-RA),806,303,0,606,0.75186104218362282,0.37593052109181141,0.12861018030955801,0.4049468275779663,0.12920839466018919,-2.9016306486154886E-2
2006,1610612757,Portland Trail Blazers,Right Corner 3,129,46,46,138,1.069767441860465,0.53488372093023251,2.0584011488750598E-2,0.58800147901645405,2.7836388525788156E-2,-5.3117758086221545E-2
2006,1610612757,Portland Trail Blazers,Mid-Range,2362,917,1,1835,0.77688399661303975,0.38844199830651988,0.37689484601882878,0.39808146310850789,0.34442191504472142,-9.639464801988018E-3
2004,1610612737,Atlanta Hawks,Right Corner 3,165,56,56,168,1.0181818181818181,0.50909090909090904,2.5271863991422883E-2,0.56345854634363191,2.3703524180334348E-2,-5.4367637252722867E-2
2004,1610612737,Atlanta Hawks,Above the Break 3,872,282,282,846,0.97018348623853212,0.48509174311926606,0.13355797212436821,0.51041136639398799,0.13460798828258774,-2.5319623274721925E-2
2004,1610612737,Atlanta Hawks,Left Corner 3,210,81,81,243,1.1571428571428573,0.57857142857142863,3.2164190534538215E-2,0.5677648451371079,2.6706637935122207E-2,1.0806583434320727E-2
2004,1610612737,Atlanta Hawks,In The Paint (Non-RA),934,346,0,692,0.7408993576017131,0.37044967880085655,0.14305406647266045,0.38604353393085789,0.14401774471425635,-1.5593855130001333E-2
2004,1610612737,Atlanta Hawks,Mid-Range,2274,885,0,1770,0.77836411609498679,0.3891820580474934,0.34829223464542808,0.38215557887579998,0.35645906545207401,7.0264791716934116E-3
2004,1610612737,Atlanta Hawks,Backcourt,2,0,0,0,0,0,3.0632562413845916E-4,3.5714285714285712E-2,1.7702565291381064E-3,-3.5714285714285712E-2
2004,1610612737,Atlanta Hawks,Restricted Area,2072,1179,0,2358,1.138030888030888,0.56901544401544402,0.31735334660744369,0.58193503824252835,0.31273478290648726,-0.01291959422708433
2004,1610612741,Chicago Bulls,Left Corner 3,178,56,56,168,0.9438202247191011,0.47191011235955055,2.6358655412409299E-2,0.5677648451371079,2.6706637935122207E-2,-0.09585473277755735
2004,1610612741,Chicago Bulls,In The Paint (Non-RA),927,366,0,732,0.78964401294498376,0.39482200647249188,0.13727232341181697,0.38604353393085789,0.14401774471425635,8.778472541633997E-3
2004,1610612741,Chicago Bulls,Above the Break 3,964,331,331,993,1.0300829875518671,0.51504149377593356,0.14275136976158745,0.51041136639398799,0.13460798828258774,4.6301273819455702E-3
2004,1610612741,Chicago Bulls,Restricted Area,1983,1050,0,2100,1.059001512859304,0.529500756429652,0.29364726788094181,0.58193503824252835,0.31273478290648726,-5.2434281812876349E-2
2004,1610612741,Chicago Bulls,Right Corner 3,104,42,41,125,1.2019230769230769,0.60096153846153844,1.5400562712868354E-2,0.56345854634363191,2.3703524180334348E-2,3.7502992117906531E-2
2004,1610612741,Chicago Bulls,Mid-Range,2587,952,0,1904,0.73598763045999227,0.36799381522999614,0.38308899748260034,0.38215557887579998,0.35645906545207401,-1.4161763645803849E-2
2004,1610612741,Chicago Bulls,Backcourt,10,1,1,3,0.29999999999999999,0.14999999999999999,1.4808233377758032E-3,3.5714285714285712E-2,1.7702565291381064E-3,0.11428571428571428
2004,1610612753,Orlando Magic,Restricted Area,1823,995,0,1990,1.0916072408118487,0.54580362040592434,0.26935579196217496,0.58193503824252835,0.31273478290648726,-3.6131417836604007E-2
2004,1610612753,Orlando Magic,Backcourt,3,0,0,0,0,0,4.4326241134751772E-4,3.5714285714285712E-2,1.7702565291381064E-3,-3.5714285714285712E-2
2004,1610612753,Orlando Magic,Mid-Range,2746,1103,1,2207,0.80371449380917703,0.40185724690458852,0.40573286052009455,0.38215557887579998,0.35645906545207401,1.9701668028788533E-2
