SEASON_1,TEAM_ID,TEAM_NAME,FGA,FGM,FG3M,Points,PPS,eFG
2007,1610612750,Minnesota Timberwolves,6502,2997,384,6378,0.98092894494001848,0.49046447247000924
2004,1610612765,Detroit Pistons,6314,2747,333,5827,0.92286981311371552,0.46143490655685776
2023,1610612755,Philadelphia 76ers,6870,3347,1035,7729,1.1250363901018923,0.56251819505094613
2022,1610612763,Memphis Grizzlies,7739,3571,945,8087,1.0449670500064607,0.52248352500323036
2018,1610612765,Detroit Pistons,7129,3208,886,7302,1.0242670781315752,0.51213353906578762
2008,1610612743,Denver Nuggets,7038,3307,569,7183,1.0206024438761012,0.51030122193805061
2020,1610612739,Cleveland Cavaliers,5715,2619,727,5965,1.0437445319335084,0.52187226596675418
2017,1610612746,LA Clippers,6789,3233,832,7298,1.0749742230078068,0.53748711150390338
2020,1610612759,San Antonio Spurs,6350,2995,760,6750,1.0629921259842521,0.53149606299212604
2015,1610612744,Golden State Warriors,7137,3410,883,7703,1.0793050301247022,0.53965251506235112
2017,1610612759,San Antonio Spurs,6862,3222,753,7197,1.0488195861264937,0.52440979306324687
2021,1610612742,Dallas Mavericks,6287,2958,994,6910,1.0990933672657865,0.54954668363289327
2025,1610612758,Sacramento Kings,7385,3529,1032,8090,1.0954637779282328,0.5477318889641164
2004,1610612758,Sacramento Kings,6711,3103,601,6807,1.0143048725972283,0.50715243629861417
2006,1610612743,Denver Nuggets,6672,3078,350,6506,0.97511990407673865,0.48755995203836933
2023,1610612763,Memphis Grizzlies,7551,3585,985,8155,1.0799894053767713,0.53999470268838567
2005,1610612748,Miami Heat,6368,3097,475,6669,1.0472675879396984,0.52363379396984921
2007,1610612737,Atlanta Hawks,6372,2831,341,6003,0.94209039548022599,0.471045197740113
2016,1610612739,Cleveland Cavaliers,6883,3169,878,7216,1.0483800668313235,0.52419003341566173
2009,1610612746,Los Angeles Clippers,6695,2955,535,6445,0.96265870052277824,0.48132935026138912
2019,1610612744,Golden State Warriors,7361,3612,1087,8311,1.1290585518271974,0.56452927591359869
2005,1610612761,Toronto Raptors,6656,2952,648,6552,0.984375,0.4921875
2013,1610612756,Phoenix Suns,6917,3061,480,6602,0.9544600260228423,0.47723001301142115
2024,1610612760,Oklahoma City Thunder,7324,3653,1090,8396,1.1463681048607319,0.57318405243036596
2004,1610612755,Philadelphia 76ers,6260,2682,339,5703,0.91102236421725236,0.45551118210862618
2016,1610612757,Portland Trail Blazers,7036,3167,864,7198,1.0230244457077886,0.5115122228538943
2011,1610612743,Denver Nuggets,6609,3144,661,6949,1.0514449992434558,0.5257224996217279
2016,1610612749,Milwaukee Bucks,6726,3142,437,6721,0.99925661611656258,0.49962830805828129
2010,1610612748,Miami Heat,6518,2984,494,6462,0.99140840748695924,0.49570420374347962
2007,1610612755,Philadelphia 76ers,6408,2932,284,6148,0.95942571785268416,0.47971285892634208
2024,1610612762,Utah Jazz,7371,3443,1060,7946,1.0780084113417447,0.53900420567087237
2014,1610612759,San Antonio Spurs,6843,3326,698,7350,1.0740903112669882,0.53704515563349409
2022,1610612754,Indiana Pacers,7338,3398,997,7793,1.0620059961842463,0.53100299809212315
2023,1610612760,Oklahoma City Thunder,7590,3533,995,8061,1.0620553359683795,0.53102766798418977
2019,1610612741,Chicago Bulls,7205,3266,745,7277,1.0099930603747398,0.5049965301873699
2004,1610612738,Boston Celtics,6415,2843,553,6239,0.97256430241621206,0.48628215120810603
2018,1610612758,Sacramento Kings,7063,3179,738,7096,1.0046722355939401,0.50233611779697007
2009,1610612739,Cleveland Cavaliers,6454,3022,656,6700,1.0381158971180664,0.5190579485590332
2024,1610612763,Memphis Grizzlies,7229,3145,1071,7361,1.0182597869691521,0.50912989348457605
2017,1610612738,Boston Celtics,6974,3166,983,7315,1.0488958990536277,0.52444794952681384
2004,1610612743,Denver Nuggets,6763,2993,331,6317,0.93405293508797871,0.46702646754398935
2008,1610612763,Memphis Grizzlies,6737,3060,620,6740,1.0004453020632329,0.50022265103161645
2019,1610612743,Denver Nuggets,7384,3439,903,7781,1.0537648970747562,0.52688244853737809
2004,1610612744,Golden State Warriors,6511,2875,429,6179,0.94900936876055908,0.47450468438027954
2008,1610612765,Detroit Pistons,6551,2999,487,6485,0.98992520225919711,0.49496260112959856
2024,1610612756,Phoenix Suns,7063,3482,1020,7984,1.1303978479399688,0.56519892396998439
2009,1610612761,Toronto Raptors,6673,3054,479,6587,0.98711224336879966,0.49355612168439983
2006,1610612755,Philadelphia 76ers,6546,3001,375,6377,0.97418270699663911,0.48709135349831956
2021,1610612741,Chicago Bulls,6380,3035,904,6974,1.0931034482758621,0.54655172413793107
2016,1610612756,Phoenix Suns,7013,3050,737,6837,0.97490375017824038,0.48745187508912019
2010,1610612756,Phoenix Suns,6788,3339,730,7408,1.0913376546847378,0.54566882734236888
2005,1610612747,Los Angeles Lakers,6629,2895,644,6434,0.97058379846130638,0.48529189923065319
2007,1610612739,Cleveland Cavaliers,6658,2978,494,6450,0.96875938720336441,0.4843796936016822
2006,1610612738,Boston Celtics,6322,2951,467,6369,1.0074343562163872,0.50371717810819361
2025,1610612755,Philadelphia 76ers,7168,3254,1041,7549,1.0531529017857142,0.5265764508928571
2019,1610612766,Charlotte Hornets,7362,3297,977,7571,1.028389024721543,0.51419451236077152
2013,1610612755,Philadelphia 76ers,6894,3059,518,6636,0.96257615317667533,0.48128807658833767
2022,1610612755,Philadelphia 76ers,6932,3230,950,7410,1.0689555683785343,0.53447778418926717
2019,1610612751,Brooklyn Nets,7358,3301,1047,7649,1.0395487904321827,0.51977439521609137
2013,1610612757,Portland Trail Blazers,6713,3008,672,6688,0.99627588261582001,0.49813794130791
2006,1610612762,Utah Jazz,6207,2744,311,5799,0.93426776220396324,0.46713388110198162
2010,1610612757,Portland Trail Blazers,6453,2974,491,6439,0.99783046644971329,0.49891523322485665
2021,1610612750,Minnesota Timberwolves,6546,2932,944,6808,1.0400244424075771,0.52001222120378854
2014,1610612764,Washington Wizards,6918,3177,647,7001,1.0119976871928302,0.50599884359641512
2021,1610612756,Phoenix Suns,6357,3118,940,7176,1.1288343558282208,0.56441717791411039
2005,1610612754,Indiana Pacers,6169,2668,542,5878,0.95282865942616313,0.47641432971308156
2015,1610612750,Minnesota Timberwolves,6819,2985,405,6375,0.93488781346238448,0.46744390673119224
2005,1610612739,Cleveland Cavaliers,6687,2990,300,6280,0.93913563630925678,0.46956781815462839
2021,1610612740,New Orleans Pelicans,6412,3060,762,6882,1.0733000623830318,0.53665003119151589
2025,1610612759,San Antonio Spurs,7362,3426,1158,8010,1.0880195599022005,0.54400977995110023
2015,1610612740,New Orleans Pelicans,6793,3107,585,6799,1.0008832621816577,0.50044163109082884
2009,1610612742,Dallas Mavericks,6770,3128,571,6827,1.0084194977843426,0.50420974889217129
2011,1610612757,Portland Trail Blazers,6598,2950,517,6417,0.97256744468020617,0.48628372234010309
2013,1610612739,Cleveland Cavaliers,6901,2993,547,6533,0.94667439501521522,0.47333719750760761
2016,1610612747,Los Angeles Lakers,6947,2876,635,6387,0.91938966460342597,0.45969483230171299
2012,1610612745,Houston Rockets,5542,2489,478,5456,0.98448213641284732,0.49224106820642366
2009,1610612757,Portland Trail Blazers,6494,3018,596,6632,1.0212503849707422,0.51062519248537108
2018,1610612759,San Antonio Spurs,6999,3202,696,7100,1.0144306329475639,0.50721531647378193
2017,1610612756,Phoenix Suns,7258,3270,615,7155,0.98580876274455775,0.49290438137227888
2016,1610612760,Oklahoma City Thunder,7080,3372,678,7422,1.0483050847457627,0.52415254237288134
2020,1610612753,Orlando Magic,6468,2871,807,6549,1.0125231910946197,0.50626159554730987
2021,1610612755,Philadelphia 76ers,6257,2981,811,6773,1.0824676362474028,0.54123381812370142
2011,1610612745,Houston Rockets,6973,3169,676,7014,1.005879822171232,0.50293991108561598
2010,1610612761,Toronto Raptors,6631,3199,518,6916,1.0429799426934097,0.52148997134670483
2023,1610612762,Utah Jazz,7365,3485,1094,8064,1.094908350305499,0.54745417515274952
2017,1610612749,Milwaukee Bucks,6701,3175,713,7063,1.0540217877928668,0.52701089389643341
2022,1610612747,Los Angeles Lakers,7279,3415,982,7812,1.0732243440032971,0.53661217200164857
2022,1610612764,Washington Wizards,7056,3327,860,7514,1.0649092970521541,0.53245464852607705
2013,1610612764,Washington Wizards,6692,2910,545,6365,0.95113568439928275,0.47556784219964138
2017,1610612758,Sacramento Kings,6727,3100,732,6932,1.0304742084138545,0.51523710420692725
2012,1610612737,Atlanta Hawks,5348,2429,492,5350,1.0003739715781601,0.50018698578908005
2013,1610612748,Miami Heat,6346,3148,717,7013,1.10510557831705,0.55255278915852502
2014,1610612742,Dallas Mavericks,6857,3248,720,7216,1.0523552574011958,0.52617762870059792
2020,1610612749,Milwaukee Bucks,6638,3160,1007,7327,1.1037963241940343,0.55189816209701714
2022,1610612757,Portland Trail Blazers,7144,3161,1043,7365,1.0309350503919372,0.51546752519596861
2020,1610612747,Los Angeles Lakers,6269,3006,782,6794,1.0837454139416174,0.54187270697080869
2015,1610612762,Utah Jazz,6492,2900,610,6410,0.98736906962415283,0.49368453481207641
2008,1610612751,New Jersey Nets,6450,2856,498,6210,0.96279069767441861,0.4813953488372093
2023,1610612766,Charlotte Hornets,7413,3385,881,7651,1.0321057601510859,0.51605288007554295
2021,1610612751,Brooklyn Nets,6289,3106,1020,7232,1.1499443472730164,0.57497217363650821
2021,1610612743,Denver Nuggets,6422,3114,927,7155,1.1141388975397073,0.55706944876985365
2015,1610612764,Washington Wizards,6790,3139,497,6775,0.99779086892488955,0.49889543446244478
2020,1610612760,Oklahoma City Thunder,6156,2879,770,6528,1.0604288499025341,0.53021442495126703
2019,1610612742,Dallas Mavericks,7122,3182,1022,7386,1.0370682392586352,0.51853411962931761
2005,1610612762,Utah Jazz,6301,2828,250,5906,0.93731153785113475,0.46865576892556737
2025,1610612766,Charlotte Hornets,7308,3142,1065,7349,1.0056102900930488,0.5028051450465244
2013,1610612753,Orlando Magic,6904,3093,506,6692,0.96929316338354576,0.48464658169177288
2025,1610612751,Brooklyn Nets,7060,3086,1113,7285,1.0318696883852692,0.51593484419263458
2011,1610612744,Golden State Warriors,7047,3251,685,7187,1.0198666099049241,0.50993330495246203
2004,1610612739,Cleveland Cavaliers,6753,2922,247,6091,0.90196949503924184,0.45098474751962092
2021,1610612766,Charlotte Hornets,6324,2875,985,6735,1.0649905123339658,0.5324952561669829
2008,1610612745,Houston Rockets,6698,3003,583,6589,0.98372648551806507,0.49186324275903254
2018,1610612766,Charlotte Hornets,7106,3197,824,7218,1.0157613284548268,0.5078806642274134
2025,1610612738,Boston Celtics,7382,3413,1457,8283,1.1220536439989164,0.56102682199945819
2012,1610612761,Toronto Raptors,5154,2268,365,4901,0.95091191307722156,0.47545595653861078
2008,1610612766,Charlotte Bobcats,6554,2960,529,6449,0.98397924931339642,0.49198962465669821
2013,1610612738,Boston Celtics,6458,3001,498,6500,1.0065035614741407,0.50325178073707033
2021,1610612753,Orlando Magic,6423,2754,784,6292,0.97960454616222947,0.48980227308111474
2011,1610612740,New Orleans Hornets,6416,2944,444,6332,0.98690773067331672,0.49345386533665836
2012,1610612753,Orlando Magic,5162,2275,670,5220,1.0112359550561798,0.5056179775280899
2022,1610612744,Golden State Warriors,7087,3323,1176,7822,1.1037110201777902,0.55185551008889511
2007,1610612756,Phoenix Suns,6855,3388,785,7561,1.1029905178701678,0.55149525893508389
2022,1610612759,San Antonio Spurs,7601,3546,925,8017,1.0547296408367319,0.52736482041836596
2023,1610612750,Minnesota Timberwolves,7167,3515,997,8027,1.1199944188642388,0.55999720943211939
2009,1610612743,Denver Nuggets,6510,3058,548,6664,1.0236559139784946,0.51182795698924732
2018,1610612741,Chicago Bulls,7285,3170,906,7246,0.994646533973919,0.4973232669869595
2005,1610612737,Atlanta Hawks,6672,2942,304,6188,0.92745803357314149,0.46372901678657075
2018,1610612752,New York Knicks,7193,3334,673,7341,1.020575559571806,0.51028777978590301
2020,1610612751,Brooklyn Nets,6498,2908,941,6757,1.0398584179747614,0.51992920898738071
2016,1610612743,Denver Nuggets,7002,3092,655,6839,0.97672093687517847,0.48836046843758923
2024,1610612751,Brooklyn Nets,7307,3334,1089,7757,1.0615847817161626,0.53079239085808128
2011,1610612752,New York Knicks,6865,3140,765,7045,1.0262199563000729,0.51310997815003645
2016,1610612766,Charlotte Hornets,6921,3036,873,6945,1.0034677069787603,0.50173385348938015
2023,1610612748,Miami Heat,6991,3215,980,7410,1.0599342011157202,0.52996710055786012
2025,1610612745,Houston Rockets,7659,3484,1038,8006,1.0453061757409583,0.52265308787047915
2009,1610612741,Chicago Bulls,6844,3126,493,6745,0.98553477498538866,0.49276738749269433
2004,1610612745,Houston Rockets,6195,2738,515,5991,0.96707021791767556,0.48353510895883778
2004,1610612756,Phoenix Suns,6671,2958,415,6331,0.94903312846649679,0.47451656423324839
2014,1610612747,Los Angeles Lakers,6974,3138,773,7049,1.0107542299971322,0.50537711499856608
2025,1610612762,Utah Jazz,7272,3305,1144,7754,1.0662816281628162,0.53314081408140812
2021,1610612754,Indiana Pacers,6567,3115,889,7119,1.0840566468707171,0.54202832343535856
2016,1610612763,Memphis Grizzlies,6858,3018,503,6539,0.95348498104403612,0.47674249052201806
2008,1610612747,Los Angeles Lakers,6818,3248,662,7158,1.049867996479906,0.52493399823995301
2013,1610612761,Toronto Raptors,6682,2978,570,6526,0.97665369649805445,0.48832684824902722
2007,1610612744,Golden State Warriors,7048,3261,700,7222,1.0246878547105562,0.51234392735527812
2014,1610612746,Los Angeles Clippers,6754,3206,691,7103,1.0516730826177081,0.52583654130885404
2016,1610612761,Toronto Raptors,6658,3006,708,6720,1.0093121057374588,0.50465605286872939
2006,1610612753,Orlando Magic,6167,2911,299,6121,0.99254094373277124,0.49627047186638562
2004,1610612747,Los Angeles Lakers,6676,3028,365,6421,0.96180347513481124,0.48090173756740562
2012,1610612752,New York Knicks,5335,2365,517,5247,0.98350515463917521,0.4917525773195876
2004,1610612740,New Orleans Hornets,6605,2772,531,6075,0.91975775927327785,0.45987887963663893
2007,1610612765,Detroit Pistons,6484,2942,449,6333,0.97671190623072179,0.4883559531153609
2013,1610612766,Charlotte Bobcats,6649,2823,469,6115,0.91968717100315833,0.45984358550157917
2021,1610612752,New York Knicks,6225,2839,847,6525,1.0481927710843373,0.52409638554216864
2023,1610612751,Brooklyn Nets,6978,3399,1048,7846,1.1243909429635999,0.56219547148179994
2022,1610612762,Utah Jazz,7067,3327,1192,7846,1.1102306494976653,0.55511532474883263
2004,1610612749,Milwaukee Bucks,6650,2970,401,6341,0.95353383458646612,0.47676691729323306
2012,1610612760,Oklahoma City Thunder,5229,2462,472,5396,1.0319372729011282,0.51596863645056412
2023,1610612737,Atlanta Hawks,7574,3658,882,8198,1.082387113810404,0.54119355690520199
2009,1610612737,Atlanta Hawks,6447,2954,595,6503,1.008686210640608,0.50434310532030402
2010,1610612766,Charlotte Bobcats,6305,2858,460,6176,0.97954004758128466,0.48977002379064233
2023,1610612764,Washington Wizards,7127,3456,925,7837,1.0996211589729199,0.54981057948645995
2012,1610612747,Los Angeles Lakers,5318,2428,361,5217,0.98100789770590446,0.49050394885295223
2012,1610612740,New Orleans Hornets,5103,2300,259,4859,0.95218498922202621,0.47609249461101311
2019,1610612762,Utah Jazz,7082,3314,993,7621,1.0761084439423891,0.53805422197119457
2014,1610612738,Boston Celtics,6881,2996,575,6567,0.95436709780555151,0.47718354890277576
2008,1610612739,Cleveland Cavaliers,6697,2937,552,6426,0.95953411975511427,0.47976705987755713
2006,1610612764,Washington Wizards,6656,2975,497,6447,0.96859975961538458,0.48429987980769229
2022,1610612760,Oklahoma City Thunder,7310,3141,991,7273,0.99493844049247604,0.49746922024623802
2018,1610612746,LA Clippers,7004,3302,777,7381,1.0538263849229013,0.52691319246145063
2024,1610612739,Cleveland Cavaliers,7148,3425,1108,7958,1.1133184107442642,0.55665920537213209
2006,1610612741,Chicago Bulls,6737,3004,560,6568,0.97491465043788039,0.4874573252189402
2014,1610612760,Oklahoma City Thunder,6781,3194,664,7052,1.0399646069901194,0.51998230349505969
2023,1610612759,San Antonio Spurs,7593,3533,911,7977,1.0505728960885026,0.52528644804425129
2009,1610612744,Golden State Warriors,7054,3231,550,7012,0.99404593138644737,0.49702296569322368
2023,1610612746,LA Clippers,7060,3370,1041,7781,1.1021246458923513,0.55106232294617563
2004,1610612752,New York Knicks,6513,2881,406,6168,0.94702901888530633,0.47351450944265316
2006,1610612744,Golden State Warriors,6785,2939,625,6503,0.95843773028739865,0.47921886514369932
2014,1610612737,Atlanta Hawks,6687,3061,768,6890,1.0303574098998056,0.51517870494990281
2011,1610612742,Dallas Mavericks,6463,3069,645,6783,1.0495126102429213,0.52475630512146065
2022,1610612746,LA Clippers,7170,3285,1047,7617,1.0623430962343097,0.53117154811715483
2024,1610612745,Houston Rockets,7459,3425,1043,7893,1.0581847432631719,0.52909237163158596
2024,1610612743,Denver Nuggets,7279,3610,958,8178,1.1235059760956174,0.56175298804780871
2016,1610612742,Dallas Mavericks,6898,3062,804,6928,1.0043490866917948,0.5021745433458974
2015,1610612758,Sacramento Kings,6617,3010,461,6481,0.97944687925041563,0.48972343962520781
2025,1610612764,Washington Wizards,7371,3233,1075,7541,1.0230633563966898,0.51153167819834489
2009,1610612752,New York Knicks,7091,3157,823,7137,1.006487096319278,0.50324354815963901
2013,1610612740,New Orleans Hornets,6589,2955,535,6445,0.97814539383821519,0.4890726969191076
2023,1610612761,Toronto Raptors,7489,3434,880,7748,1.0345840566163707,0.51729202830818533
2014,1610612752,New York Knicks,6739,3027,759,6813,1.0109808576940198,0.5054904288470099
2007,1610612745,Houston Rockets,6528,2906,705,6517,0.99831495098039214,0.49915747549019607
2017,1610612737,Atlanta Hawks,6913,3122,728,6972,1.0085346448719803,0.50426732243599015
2005,1610612738,Boston Celtics,6511,3046,437,6529,1.0027645522961142,0.50138227614805708
2004,1610612746,Los Angeles Clippers,6579,2817,329,5963,0.90636874905000764,0.45318437452500382
2015,1610612760,Oklahoma City Thunder,7116,3183,631,6997,0.9832771219786397,0.49163856098931985
2005,1610612758,Sacramento Kings,6978,3203,522,6928,0.9928346231011751,0.49641731155058755
2005,1610612745,Houston Rockets,6419,2846,553,6245,0.97289297398348651,0.48644648699174325
2012,1610612739,Cleveland Cavaliers,5360,2261,440,4962,0.92574626865671639,0.46287313432835819
2013,1610612751,Brooklyn Nets,6541,2942,628,6512,0.99556642715181165,0.49778321357590583
2023,1610612738,Boston Celtics,7278,3460,1315,8235,1.131492168178071,0.56574608408903548
2013,1610612743,Denver Nuggets,6981,3339,521,7199,1.0312276178197965,0.51561380890989827
2018,1610612754,Indiana Pacers,7083,3345,741,7431,1.049131723845828,0.52456586192291399
2005,1610612763,Memphis Grizzlies,6271,2802,531,6135,0.97831286876096313,0.48915643438048156
2009,1610612745,Houston Rockets,6525,2959,621,6539,1.0021455938697319,0.50107279693486595
2011,1610612738,Boston Celtics,6219,3023,408,6454,1.0377874256311304,0.51889371281556518
2011,1610612765,Detroit Pistons,6646,3055,471,6581,0.99021968101113456,0.49510984050556728
2010,1610612743,Denver Nuggets,6678,3124,544,6792,1.0170709793351302,0.50853548966756512
2025,1610612741,Chicago Bulls,7545,3543,1266,8352,1.1069582504970179,0.55347912524850895
2016,1610612744,Golden State Warriors,7155,3486,1074,8046,1.1245283018867924,0.56226415094339621
2022,1610612750,Minnesota Timberwolves,7458,3411,1211,8033,1.0770984178063825,0.53854920890319125
2009,1610612763,Memphis Grizzlies,6310,2865,398,6128,0.97115689381933434,0.48557844690966717
2007,1610612752,New York Knicks,6356,2903,474,6280,0.98804279421019514,0.49402139710509757
2004,1610612760,Seattle SuperSonics,6590,2939,723,6601,1.0016691957511381,0.50083459787556905
2006,1610612750,Minnesota Timberwolves,6340,2888,310,6086,0.95993690851735014,0.47996845425867507
2018,1610612740,New Orleans Pelicans,7241,3500,837,7837,1.0823090733324126,0.54115453666620628
2010,1610612745,Houston Rockets,6921,3093,645,6831,0.98699609882964889,0.49349804941482445
2010,1610612742,Dallas Mavericks,6759,3140,558,6838,1.0116881195443113,0.50584405977215563
2017,1610612739,Cleveland Cavaliers,6956,3273,1065,7611,1.0941633122484187,0.54708165612420934
2024,1610612742,Dallas Mavericks,7352,3535,1197,8267,1.124455930359086,0.56222796517954299
2015,1610612757,Portland Trail Blazers,7046,3172,804,7148,1.01447629860914,0.50723814930457001
2019,1610612746,LA Clippers,7178,3384,821,7589,1.0572582892170521,0.52862914460852606
2022,1610612753,Orlando Magic,7240,3139,999,7277,1.0051104972375691,0.50255524861878453
2021,1610612762,Utah Jazz,6344,2971,1205,7147,1.1265762925598992,0.56328814627994961
2006,1610612748,Miami Heat,6355,3039,497,6575,1.0346184107002361,0.51730920535011804
2020,1610612737,Atlanta Hawks,6067,2723,805,6251,1.0303280039558267,0.51516400197791334
2010,1610612760,Oklahoma City Thunder,6629,3063,418,6544,0.9871775531754412,0.4935887765877206
2015,1610612743,Denver Nuggets,7158,3099,660,6858,0.95808885163453483,0.47904442581726742
2022,1610612743,Denver Nuggets,7079,3416,1039,7871,1.1118802090690776,0.55594010453453879
2011,1610612759,San Antonio Spurs,6626,3148,685,6981,1.0535768185934198,0.52678840929670989
2010,1610612746,Los Angeles Clippers,6600,3001,482,6484,0.98242424242424242,0.49121212121212121
2012,1610612766,Charlotte Bobcats,5293,2193,263,4649,0.87832986963914605,0.43916493481957303
2016,1610612746,LA Clippers,6726,3128,784,7040,1.0466845078798692,0.52334225393993461
2010,1610612753,Orlando Magic,6394,3005,841,6851,1.0714732561776665,0.53573662808883327
2013,1610612746,Los Angeles Clippers,6606,3160,627,6947,1.0516197396306388,0.52580986981531941
2021,1610612748,Miami Heat,6029,2824,932,6580,1.0913916072317134,0.54569580361585668
2004,1610612750,Minnesota Timberwolves,6571,3033,326,6392,0.97275909298432506,0.48637954649216253
2019,1610612764,Washington Wizards,7387,3456,930,7842,1.0615946933802627,0.53079734669013134
2012,1610612764,Washington Wizards,5472,2412,342,5166,0.94407894736842102,0.47203947368421051
2013,1610612747,Los Angeles Lakers,6632,3037,711,6785,1.0230699638118215,0.51153498190591074
2005,1610612743,Denver Nuggets,6615,3038,320,6396,0.9668934240362812,0.4834467120181406
2015,1610612754,Indiana Pacers,6824,2998,612,6608,0.96834701055099648,0.48417350527549824
2018,1610612750,Minnesota Timberwolves,7063,3365,658,7388,1.0460144414554722,0.52300722072773609
2012,1610612755,Philadelphia 76ers,5516,2471,349,5291,0.95920957215373459,0.4796047860768673
2017,1610612741,Chicago Bulls,7138,3169,623,6961,0.97520313813393111,0.48760156906696556
2005,1610612744,Golden State Warriors,7039,3029,624,6682,0.94928256854666859,0.4746412842733343
2013,1610612754,Indiana Pacers,6524,2845,555,6245,0.95723482526057635,0.47861741263028817
2018,1610612748,Miami Heat,6997,3184,903,7271,1.0391596398456482,0.51957981992282409
2007,1610612741,Chicago Bulls,6663,3046,480,6572,0.98634248836860272,0.49317124418430136
2010,1610612739,Cleveland Cavaliers,6390,3100,601,6801,1.0643192488262911,0.53215962441314557
2007,1610612749,Milwaukee Bucks,6714,3121,524,6766,1.0077450104259755,0.50387250521298776
2009,1610612766,Charlotte Bobcats,6299,2866,490,6222,0.98777583743451336,0.49388791871725668
2016,1610612764,Washington Wizards,7027,3237,708,7182,1.0220577771452968,0.51102888857264839
2016,1610612740,New Orleans Pelicans,7035,3152,701,7005,0.99573560767590619,0.49786780383795309
2008,1610612746,Los Angeles Clippers,6445,2820,350,5990,0.92940263770364628,0.46470131885182314
2019,1610612740,New Orleans Pelicans,7563,3581,842,8004,1.0583101943673145,0.52915509718365727
2025,1610612754,Indiana Pacers,7326,3574,1081,8229,1.1232596232596233,0.56162981162981163
2006,1610612759,San Antonio Spurs,6342,2993,524,6510,1.0264900662251655,0.51324503311258274
2023,1610612758,Sacramento Kings,7232,3573,1128,8274,1.1440818584070795,0.57204092920353977
2023,1610612745,Houston Rockets,7287,3329,856,7514,1.0311513654453135,0.51557568272265675
2007,1610612751,New Jersey Nets,6379,2913,609,6435,1.0087788054554006,0.50438940272770028
2025,1610612763,Memphis Grizzlies,7654,3670,1141,8481,1.1080480794355891,0.55402403971779457
2019,1610612747,Los Angeles Lakers,7425,3491,847,7829,1.0544107744107745,0.52720538720538723
2014,1610612756,Phoenix Suns,6843,3171,764,7106,1.0384334356276488,0.51921671781382439
2022,1610612758,Sacramento Kings,7223,3321,937,7579,1.0492869998615533,0.52464349993077664
2019,1610612765,Detroit Pistons,7238,3185,993,7363,1.0172699640784748,0.5086349820392374
2022,1610612741,Chicago Bulls,7127,3422,872,7716,1.0826434685000701,0.54132173425003505
2008,1610612756,Phoenix Suns,6782,3392,694,7478,1.1026245945148923,0.55131229725744613
2017,1610612742,Dallas Mavericks,6749,2967,877,6811,1.0091865461549858,0.50459327307749291
2015,1610612746,Los Angeles Clippers,6827,3227,826,7280,1.0663541819247107,0.53317709096235533
2007,1610612761,Toronto Raptors,6547,3032,531,6595,1.0073316022605774,0.50366580113028869
2007,1610612746,Los Angeles Clippers,6318,2880,314,6074,0.96138018360240585,0.48069009180120292
2017,1610612762,Utah Jazz,6514,3033,791,6857,1.052655818237642,0.52632790911882099
2006,1610612763,Memphis Grizzlies,6125,2746,590,6082,0.99297959183673468,0.49648979591836734
2004,1610612763,Memphis Grizzlies,6657,2963,447,6373,0.95733814030344,0.47866907015172
2015,1610612755,Philadelphia 76ers,6776,2765,692,6222,0.91824085005903189,0.45912042502951594
2015,1610612752,New York Knicks,6726,2882,560,6324,0.94023193577163244,0.47011596788581622
2004,1610612742,Dallas Mavericks,7230,3322,507,7151,0.98907330567081608,0.49453665283540804
2016,1610612750,Minnesota Timberwolves,6666,3094,454,6642,0.99639963996399639,0.49819981998199819
2009,1610612754,Indiana Pacers,7080,3220,652,7092,1.0016949152542374,0.50084745762711869
2014,1610612743,Denver Nuggets,7042,3147,702,6996,0.99346776483953425,0.49673388241976713
2005,1610612756,Phoenix Suns,7018,3351,796,7498,1.0683955542889711,0.53419777714448557
2010,1610612759,San Antonio Spurs,6657,3149,553,6851,1.0291422562715937,0.51457112813579686
2019,1610612750,Minnesota Timberwolves,7483,3413,827,7653,1.022718161165308,0.511359080582654
2011,1610612754,Indiana Pacers,6786,3003,585,6591,0.97126436781609193,0.48563218390804597
2016,1610612759,San Antonio Spurs,6792,3288,569,7145,1.0519729093050647,0.52598645465253235
2017,1610612766,Charlotte Hornets,6998,3093,824,7010,1.0017147756501859,0.50085738782509293
2012,1610612746,Los Angeles Clippers,5362,2437,512,5386,1.0044759418127565,0.50223797090637823
2012,1610612750,Minnesota Timberwolves,5433,2355,473,5183,0.95398490704951222,0.47699245352475611
2013,1610612750,Minnesota Timberwolves,6702,2943,450,6336,0.94538943598925695,0.47269471799462848
2025,1610612756,Phoenix Suns,7075,3381,1176,7938,1.1219787985865723,0.56098939929328617
2006,1610612737,Atlanta Hawks,6496,2946,424,6316,0.97229064039408863,0.48614532019704432
2018,1610612739,Cleveland Cavaliers,6950,3311,981,7603,1.093956834532374,0.54697841726618701
2014,1610612741,Chicago Bulls,6577,2843,508,6194,0.9417667629618367,0.47088338148091835
2021,1610612746,LA Clippers,6242,3009,1027,7045,1.1286446651714195,0.56432233258570974
2020,1610612765,Detroit Pistons,5658,2595,791,5981,1.0570873100035347,0.52854365500176737
2011,1610612751,New Jersey Nets,6638,2918,459,6295,0.94832780958119911,0.47416390479059956
2019,1610612760,Oklahoma City Thunder,7706,3497,932,7926,1.0285491824552297,0.51427459122761487
2010,1610612750,Minnesota Timberwolves,6923,3106,403,6615,0.9555106167846309,0.47775530839231545
